Datum,Matchtyp,Omgång,Match,Resultat,Spelplats,Publik
19730619,Division 2 Södra,12,IFK&nbspGöteborg – IFK&nbspKristianstad,W 1–0 (1–0),Ullevi4 739,4739
19730616,Division 2 Södra,11,Blomstermåla&nbspIK –&nbspIFK&nbspGöteborg,W 1–2 (1–0),Blomstermåla&nbspIdrottsplats882,882
19730611,Division 2 Södra,10,IFK&nbspMalmö –&nbspIFK&nbspGöteborg,D 1–1 (0–1),Malmö&nbspStadion5 297,5297
19730602,Division 2 Södra,9,IFK&nbspGöteborg – Kalmar&nbspFF,W 3–2 (3–2),Ullevi2 962,2962
19730529,Division 2 Södra,8,IFK&nbspGöteborg – Grimsås&nbspIF,W 2–1 (1–0),Ullevi2 368,2368
19730524,Division 2 Södra,7,Jönköpings&nbspSödra&nbspIF –&nbspIFK&nbspGöteborg,L 3–1 (2–1),Stadsparksvallen2 208,2208
19730520,Division 2 Södra,6,IFK&nbspGöteborg – Skövde&nbspAIK,W 3–2 (1–0),Ullevi5 196,5196
19730511,Division 2 Södra,5,IS&nbspHalmia –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Örjans&nbspvall1 217,1217
19730506,Division 2 Södra,4,IFK&nbspGöteborg – IK&nbspSleipner,W 3–0 (2–0),Ullevi2 823,2823
19730427,Division 2 Södra,3,Västra&nbspFrölunda&nbspIF –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Slottsskogsvallen2 880,2880
19730421,Division 2 Södra,2,IFK&nbspGöteborg – IFK&nbspTrelleborg,W 5–0 (1–0),Ullevi1 072,1072
19730414,Division 2 Södra,1,Halmstads&nbspBK –&nbspIFK&nbspGöteborg,L 2–0 (2–0),Örjans&nbspvall1 758,1758
19730408,Kvadratserien,3,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,D 1–1 (1–1),,1987
19730405,Vänskapsmatch,N/A,Backa&nbspIF –&nbspIFK&nbspGöteborg,L 3–1,Rambergsvallen,
19730401,Kvadratserien,2,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,D 0–0 (0–0),,682
19730330,Vänskapsmatch,N/A,IFK&nbspGöteborg – Östers&nbspIF,L 1–5,Valhalla&nbspIdrottsplats,
19730325,Kvadratserien,1,IFK&nbspGöteborg – GAIS,D 0–0 (0–0),Gamla&nbspUllevi (1916)3 043,3043
19730317,Vänskapsmatch,N/A,Norrby&nbspIF –&nbspIFK&nbspGöteborg,W 0–1,Eiserplanen,
19730311,Vänskapsmatch,N/A,IFK&nbspGöteborg – Skogens&nbspIF,W 2–1,Valhalla&nbspIdrottsplats,
19730310,Vänskapsmatch,N/A,IFK&nbspGöteborg – IFK&nbspNorrköping,L 0–1 (0–1),Valhalla&nbspIdrottsplats,
19730303,Vänskapsmatch,N/A,IFK&nbspGöteborg – Tidaholms&nbspGoIF,W 4–1 (2–1),Valhalla&nbspIdrottsplats,
19730224,Vänskapsmatch,N/A,IFK&nbspGöteborg – Kungsbacka&nbspBI,D 1–1 (1–0),Valhalla&nbspIdrottsplats,
19721104,Vänskapsmatch,N/A,IFK&nbspGöteborg – Norrby&nbspIF,W 6–1 (2–1),Valhalla&nbspIdrottsplats,
19721101,Vänskapsmatch,N/A,IFK&nbspGöteborg – Kungsbacka&nbspBI,D 2–2 (0–1),Valhalla&nbspIdrottsplats,
19721021,Division 2 Södra,22,Blomstermåla&nbspIK –&nbspIFK&nbspGöteborg,W 3–6 (0–5),Blomstermåla&nbspIdrottsplats121,121
19721017,Division 2 Södra,21,IFK&nbspGöteborg – IF&nbspElfsborg,L 0–3 (0–0),Ullevi4 624,4624
19721007,Division 2 Södra,20,Skogens&nbspIF –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Slottsskogsvallen877,877
19720930,Division 2 Södra,19,IFK&nbspGöteborg – IFK&nbspTrelleborg,W 3–1 (1–1),Ullevi1 313,1313
19720924,Division 2 Södra,18,Perstorps&nbspSK –&nbspIFK&nbspGöteborg,W 2–3 (1–1),Perstorps&nbspIdrottsplats249,249
19720918,Vänskapsmatch,N/A,IFK&nbspGöteborg – GAIS,W 2–1,Valhalla&nbspIdrottsplats20,20
19720910,Division 2 Södra,17,IFK&nbspGöteborg – Kalmar&nbspFF,W 3–1 (1–1),Ullevi1 017,1017
19720905,Division 2 Södra,16,IFK&nbspMalmö –&nbspIFK&nbspGöteborg,W 0–1 (0–0),Malmö&nbspStadion1 803,1803
19720826,Division 2 Södra,15,IFK&nbspGöteborg – IFK&nbspYstad,W 2–0 (0–0),Ullevi1 621,1621
19720819,Division 2 Södra,14,IFK&nbspGöteborg – Hässleholms&nbspIF,W 1–0 (0–0),Ullevi1 668,1668
19720813,Division 2 Södra,13,Kungshamns&nbspIF –&nbspIFK&nbspGöteborg,W 0–3 (0–1),Kungshamnsvallen3 196,3196
19720803,Division 2 Södra,12,IFK&nbspGöteborg – IS&nbspHalmia,D 0–0 (0–0),Ullevi2 130,2130
19720728,Vänskapsmatch,N/A,Tidaholms&nbspGoIF –&nbspIFK&nbspGöteborg,L 1–0 (1–0),Tidavallen,
19720727,Vänskapsmatch,N/A,IFK&nbspGöteborg – Fredrikstad&nbspFK,W 2–1 (1–0),Gamla&nbspUllevi (1916),
19720723,Vänskapsmatch,N/A,IFK&nbspGöteborg – GAIS,L 0–3 (0–2),Gamla&nbspUllevi (1916),
19720706,Vänskapsmatch,N/A,Trollhättans&nbspIF –&nbspIFK&nbspGöteborg,W 2–9,Edsborgs&nbspIdrottsplats1 220,1220
19720621,Division 2 Södra,11,IS&nbspHalmia –&nbspIFK&nbspGöteborg,W 0–2 (0–2),Örjans&nbspvall1 734,1734
19720615,Division 2 Södra,10,Hässleholms&nbspIF –&nbspIFK&nbspGöteborg,L 2–0 (1–0),Göingevallen3 807,3807
19720608,Division 2 Södra,9,IFK&nbspGöteborg – Kungshamns&nbspIF,D 0–0 (0–0),Ullevi4 474,4474
19720604,Division 2 Södra,8,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,W 1–2 (0–1),Ryavallen12 413,12413
19720530,Vänskapsmatch,N/A,IFK&nbspGöteborg – IF&nbspWarta,W 4–0 (1–0),Ullevi,
19720527,Division 2 Södra,7,IFK&nbspGöteborg – Blomstermåla&nbspIK,L 0–2 (0–1),Ullevi3 141,3141
19720522,Division 2 Södra,6,IFK&nbspTrelleborg –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Trelleborgs&nbspIdrottsplats3 038,3038
19720516,Division 2 Södra,5,IFK&nbspGöteborg – Skogens&nbspIF,W 1–0 (1–0),Ullevi4 452,4452
19720507,Division 2 Södra,4,Kalmar&nbspFF –&nbspIFK&nbspGöteborg,W 1–3 (1–0),Fredriksskans2 984,2984
19720429,Division 2 Södra,3,IFK&nbspGöteborg – Perstorps&nbspSK,W 4–0 (2–0),Ullevi2 786,2786
19720423,Division 2 Södra,2,IFK&nbspYstad –&nbspIFK&nbspGöteborg,L 3–0 (2–0),Ystad&nbspIdrottsplats1 435,1435
19720415,Division 2 Södra,1,IFK&nbspGöteborg – IFK&nbspMalmö,W 5–1 (3–0),Ullevi4 522,4522
19720409,Kvadratserien,3,IFK&nbspGöteborg – Örgryte&nbspIS,L 4–5 (1–2),Gamla&nbspUllevi (1916)3 548,3548
19720403,Vänskapsmatch,N/A,Östers&nbspIF –&nbspIFK&nbspGöteborg,L 1–0 (1–0),Värendsvallen,
19720401,Kvadratserien,2,GAIS –&nbspIFK&nbspGöteborg,W 1–2 (1–1),Gamla&nbspUllevi (1916),
19720324,Kvadratserien,1,IFK&nbspGöteborg – IF&nbspElfsborg,W 2–0 (1–0),Valhalla&nbspIdrottsplats626,626
19720317,Vänskapsmatch,N/A,Lenig&nbspEn&nbspSnel –&nbspIFK&nbspGöteborg,W 1–3,Escamp&nbsp1&nbspStadion,
19720315,Vänskapsmatch,N/A,SBV&nbspVitesse –&nbspIFK&nbspGöteborg,L 3–1 (2–1),Arnhem,
19720310,Vänskapsmatch,N/A,IFK&nbspGöteborg – Halmstads&nbspBK,W 2–1 (2–0),Valhalla&nbspIdrottsplats,
19720305,Vänskapsmatch,N/A,IFK&nbspGöteborg – Göteborgs&nbspAIK,W 7–2 (2–1),Valhalla&nbspIdrottsplats,
19720227,Vänskapsmatch,N/A,IFK&nbspGöteborg – Fredrikstad&nbspFK,D 1–1 (0–0),Valhalla&nbspIdrottsplats,
19711023,Vänskapsmatch,N/A,Varakomb. –&nbspIFK&nbspGöteborg,W 1–4,Almesåsen,
19711016,Vänskapsmatch,N/A,Alingsås&nbspIF –&nbspIFK&nbspGöteborg,W 0–2,Mjörnvallen,
19711013,Vänskapsmatch,N/A,IFK&nbspGöteborg – Kungsbacka&nbspBI,W 3–1 (1–1),Valhalla&nbspIdrottsplats,
19711002,Division 2 Norra Götaland,22,IFK&nbspGöteborg – Jönköpings&nbspSödra&nbspIF,W 6–2 (3–1),Ullevi1 488,1488
19710926,Division 2 Norra Götaland,21,Karlstad&nbspBK –&nbspIFK&nbspGöteborg,W 1–2 (1–1),Tingvalla&nbspIdrottsplats329,329
19710918,Division 2 Norra Götaland,20,IFK&nbspGöteborg – Degerfors&nbspIF,L 1–2 (1–0),Ullevi1 352,1352
19710909,Division 2 Norra Götaland,19,Grimsås&nbspIF –&nbspIFK&nbspGöteborg,L 1–0 (1–0),Grimsborgs&nbspIdrottsplats1 890,1890
19710902,Division 2 Norra Götaland,18,IFK&nbspGöteborg – Skövde&nbspAIK,W 5–3 (2–3),Ullevi3 497,3497
19710828,Division 2 Norra Götaland,17,KB&nbspKarlskoga –&nbspIFK&nbspGöteborg,W 0–2 (0–1),Nobelstadion1 950,1950
19710824,Division 2 Norra Götaland,16,IFK&nbspGöteborg – Västra&nbspFrölunda&nbspIF,W 2–1 (0–0),Ullevi3 362,3362
19710817,Division 2 Norra Götaland,15,Hovås&nbspIF –&nbspIFK&nbspGöteborg,W 0–2 (0–1),Gamla&nbspUllevi (1916)2 046,2046
19710812,Division 2 Norra Götaland,14,IFK&nbspGöteborg – GAIS,W 2–1 (0–0),Ullevi10 505,10505
19710805,Division 2 Norra Götaland,13,Skogens&nbspIF –&nbspIFK&nbspGöteborg,L 3–2 (3–1),Ullevi3 118,3118
19710801,Division 2 Norra Götaland,12,IFK&nbspArvika –&nbspIFK&nbspGöteborg,L 2–0 (0–0),Solviksvallen2 820,2820
19710728,Vänskapsmatch,N/A,IFK&nbspUddevalla –&nbspIFK&nbspGöteborg,W 0–2 (0–2),Rimnersvallen,
19710724,Vänskapsmatch,N/A,IFK&nbspStrömstad –&nbspIFK&nbspGöteborg,W 0–2 (0–2),Strömstad,
19710722,Vänskapsmatch,N/A,Göteborgs&nbspAIK –&nbspIFK&nbspGöteborg,D 2–2 (2–2),Överåsvallen,
19710718,Kvadratserien,3,GAIS –&nbspIFK&nbspGöteborg,L 8–1 (5–0),Gamla&nbspUllevi (1916)2 165,2165
19710716,Vänskapsmatch,N/A,Kungshamns&nbspIF –&nbspIFK&nbspGöteborg,W 2–4,Kungshamnsvallen,
19710621,Division 2 Norra Götaland,11,IFK&nbspGöteborg – IFK&nbspArvika,L 0–1 (0–0),Ullevi2 500,2500
19710617,Division 2 Norra Götaland,10,IFK&nbspGöteborg – Skogens&nbspIF,W 2–0 (1–0),Ullevi2 740,2740
19710610,Division 2 Norra Götaland,9,GAIS –&nbspIFK&nbspGöteborg,L 3–1 (0–0),Ullevi27 672,27672
19710603,Division 2 Norra Götaland,8,IFK&nbspGöteborg – Hovås&nbspIF,W 4–3 (3–1),Ullevi3 510,3510
19710527,Division 2 Norra Götaland,7,Västra&nbspFrölunda&nbspIF –&nbspIFK&nbspGöteborg,W 0–2 (0–2),Gamla&nbspUllevi (1916)4 526,4526
19710523,Division 2 Norra Götaland,6,IFK&nbspGöteborg – KB&nbspKarlskoga,W 6–2 (3–1),Ullevi4 560,4560
19710516,Division 2 Norra Götaland,5,Skövde&nbspAIK –&nbspIFK&nbspGöteborg,W 0–1 (0–0),Södermalms&nbspIdrottsplats4 836,4836
19710509,Division 2 Norra Götaland,4,IFK&nbspGöteborg – Grimsås&nbspIF,L 0–2 (0–1),Ullevi4 189,4189
19710502,Division 2 Norra Götaland,3,Degerfors&nbspIF –&nbspIFK&nbspGöteborg,L 2–1 (0–1),Stora&nbspValla1 974,1974
19710425,Division 2 Norra Götaland,2,IFK&nbspGöteborg – Karlstad&nbspBK,D 1–1 (1–0),Ullevi3 510,3510
19710418,Division 2 Norra Götaland,1,Jönköpings&nbspSödra&nbspIF –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Stadsparksvallen4 936,4936
19710409,Vänskapsmatch,N/A,Halmstads&nbspBK –&nbspIFK&nbspGöteborg,W 1–5 (1–2),Örjans&nbspvall,
19710404,Kvadratserien,2,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Gamla&nbspUllevi (1916),
19710330,Vänskapsmatch,N/A,Go&nbspAhead&nbspEagles –&nbspIFK&nbspGöteborg,L 1–0 (1–0),Deventer,
19710320,Kvadratserien,1,IFK&nbspGöteborg – IF&nbspElfsborg,L 1–3 (0–2),Valhalla&nbspIdrottsplats240,240
19710314,Vänskapsmatch,N/A,IFK&nbspGöteborg – Östers&nbspIF,D 1–1 (1–0),Valhalla&nbspIdrottsplats374,374
19710307,Vänskapsmatch,N/A,IFK&nbspGöteborg – Varbergs&nbspBoIS,L 1–2 (0–2),Valhalla&nbspIdrottsplats,
19710228,Vänskapsmatch,N/A,Malmö&nbspFF –&nbspIFK&nbspGöteborg,L 2–1 (2–0),Sorgenfri&nbspIdrottsplats600,600
19710227,Vänskapsmatch,N/A,Kjøbenhavns&nbspBK –&nbspIFK&nbspGöteborg,L 3–1 (0–0),KB:s&nbspbaner,
19710221,Vänskapsmatch,N/A,IFK&nbspGöteborg – IF&nbspStendy,W 5–1 (1–1),Valhalla&nbspIdrottsplats,
19701025,Allsvenskan,22,Örebro&nbspSK –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Eyravallen13 866,13866
19701017,Allsvenskan,21,IFK&nbspGöteborg – Djurgårdens&nbspIF,W 1–0 (0–0),Ullevi10 066,10066
19701011,Allsvenskan,20,Malmö&nbspFF –&nbspIFK&nbspGöteborg,L 2–0 (1–0),Malmö&nbspStadion12 643,12643
19701003,Allsvenskan,19,IFK&nbspGöteborg – IFK&nbspNorrköping,D 1–1 (0–0),Ullevi11 605,11605
19700930,Europacupen,1,Legia&nbspWarszawa –&nbspIFK&nbspGöteborg,L 2–1 (2–1),Stadion&nbspWojska&nbspPolskiego7 725,7725
19700927,Allsvenskan,18,IFK&nbspGöteborg – Åtvidabergs&nbspFF,W 1–0 (1–0),Ullevi10 135,10135
19700920,Allsvenskan,17,AIK –&nbspIFK&nbspGöteborg,D 0–0 (0–0),Råsunda&nbspFotbollsstadion6 869,6869
19700915,Europacupen,1,IFK&nbspGöteborg – Legia&nbspWarszawa,L 0–4 (0–1),Ullevi2 718,2718
19700909,Allsvenskan,16,IFK&nbspGöteborg – GAIS,W 4–1 (3–1),Ullevi12 095,12095
19700906,Allsvenskan,15,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Ryavallen10 504,10504
19700903,Allsvenskan,14,IFK&nbspGöteborg – Örgryte&nbspIS,D 1–1 (0–1),Ullevi13 645,13645
19700830,Allsvenskan,13,Hammarby&nbspIF –&nbspIFK&nbspGöteborg,L 3–1 (2–1),Söderstadion9 523,9523
19700823,Allsvenskan,12,IFK&nbspGöteborg – Östers&nbspIF,L 0–2 (0–1),Ullevi13 177,13177
19700818,Allsvenskan,11,Östers&nbspIF –&nbspIFK&nbspGöteborg,W 1–2 (0–0),Värendsvallen7 109,7109
19700812,Allsvenskan,10,Djurgårdens&nbspIF –&nbspIFK&nbspGöteborg,D 3–3 (0–2),Råsunda&nbspFotbollsstadion7 830,7830
19700806,Allsvenskan,9,IFK&nbspGöteborg – Örebro&nbspSK,W 2–0 (1–0),Ullevi6 500,6500
19700802,Allsvenskan,8,Åtvidabergs&nbspFF –&nbspIFK&nbspGöteborg,L 5–2 (3–1),Kopparvallen3 924,3924
19700726,Svenska cupen,Grupp 2,IFK&nbspGöteborg – Örebro&nbspSK,W 2–0 (1–0),Gamla&nbspUllevi (1916)1 158,1158
19700719,Svenska cupen,Grupp 2,Åtvidabergs&nbspFF –&nbspIFK&nbspGöteborg,L 2–1 (0–0),Kopparvallen1 423,1423
19700712,Svenska cupen,Grupp 2,IFK&nbspGöteborg – Djurgårdens&nbspIF,W 3–1 (2–1),Gamla&nbspUllevi (1916)1 179,1179
19700701,Vänskapsmatch,N/A,IF&nbspViken –&nbspIFK&nbspGöteborg,D 4–4 (2–1),Örnäsvallen,
19700628,Svenska cupen,Grupp 2,Malmö&nbspFF –&nbspIFK&nbspGöteborg,L 2–1 (2–0),Malmö&nbspStadion3 611,3611
19700620,Intertotocupen,6,ADO&nbspDen&nbspHaag –&nbspIFK&nbspGöteborg,L 5–0 (2–0),Zuiderparkstadion2 000,2000
19700613,Intertotocupen,5,Hamburger&nbspSV –&nbspIFK&nbspGöteborg,L 1–0 (1–0),Hamburg1 455,1455
19700610,Intertotocupen,4,IFK&nbspGöteborg – ADO&nbspDen&nbspHaag,L 1–3 (0–2),Ullevi928,928
19700607,Intertotocupen,3,IFK&nbspGöteborg – RSC&nbspAnderlecht,D 5–5,Ullevi1 048,1048
19700531,Intertotocupen,2,IFK&nbspGöteborg – Hamburger&nbspSV,D 3–3 (0–1),Ullevi938,938
19700516,Intertotocupen,1,RSC&nbspAnderlecht –&nbspIFK&nbspGöteborg,D 2–2 (1–2),Bryssel4 000,4000
19700513,Allsvenskan,7,GAIS –&nbspIFK&nbspGöteborg,L 4–1 (2–1),Ullevi16 934,16934
19700509,Allsvenskan,6,IFK&nbspGöteborg – IF&nbspElfsborg,L 1–3 (1–2),Ullevi8 330,8330
19700507,Allsvenskan,5,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,D 1–1 (1–1),Norrköpings&nbspIdrottspark6 560,6560
19700503,Allsvenskan,4,IFK&nbspGöteborg – Malmö&nbspFF,L 1–2 (1–1),Ullevi17 875,17875
19700428,Allsvenskan,3,IFK&nbspGöteborg – Hammarby&nbspIF,W 5–1 (3–1),Ullevi7 853,7853
19700423,Allsvenskan,2,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,L 2–1 (0–0),Ullevi15 205,15205
19700419,Allsvenskan,1,IFK&nbspGöteborg – AIK,L 0–2 (0–0),Ullevi13 744,13744
19700411,Vänskapsmatch,N/A,IFK&nbspGöteborg – Halmstads&nbspBK,D 1–1 (1–0),Valhalla&nbspIdrottsplats,
19700405,Triangelserien,N/A,GAIS –&nbspIFK&nbspGöteborg,D 2–2 (0–1),Valhalla&nbspIdrottsplats779,779
19700330,Triangelserien,N/A,IFK&nbspGöteborg – Örgryte&nbspIS,L 2–3 (0–1),Valhalla&nbspIdrottsplats1 357,1357
19700321,Vänskapsmatch,Final,Japan&nbspB –&nbspIFK&nbspGöteborg,W 0–7 (0–3),Misaki&nbspPark&nbspStadium18 000,18000
19700319,Vänskapsmatch,N/A,West&nbspJapan&nbspAll-Stars –&nbspIFK&nbspGöteborg,L 3–2 (1–1),Nagai&nbspStadium5 000,5000
19700315,Vänskapsmatch,Semifinal,IFK&nbspGöteborg – CR&nbspFlamengo,W 6–0 (3–0),Tokyos&nbspOlympiastadion15 000,15000
19700311,Vänskapsmatch,N/A,Sanfrecce&nbspHiroshima –&nbspIFK&nbspGöteborg,D 1–1 (1–0),Tokyos&nbspOlympiastadion2 500,2500
19700308,Vänskapsmatch,N/A,Japan –&nbspIFK&nbspGöteborg,D 1–1 (1–1),Tokyos&nbspOlympiastadion25 000,25000
19700228,Vänskapsmatch,N/A,IFK&nbspGöteborg – Skövde&nbspAIK,W 4–2 (0–1),Valhalla&nbspIdrottsplats,
19700222,Vänskapsmatch,N/A,IFK&nbspGöteborg – KB&nbspKarlskoga,W 4–1 (1–0),Valhalla&nbspIdrottsplats,
19691025,Allsvenskan,22,IFK&nbspGöteborg – IK&nbspSirius,W 6–3 (3–2),Ullevi13 038,13038
19691018,Allsvenskan,21,Jönköpings&nbspSödra&nbspIF –&nbspIFK&nbspGöteborg,W 0–3 (0–1),Stadsparksvallen12 341,12341
19691012,Vänskapsmatch,N/A,IFK&nbspGöteborg – IF&nbspElfsborg,D 0–0 (0–0),Gamla&nbspUllevi (1916)857,857
19691005,Allsvenskan,20,IFK&nbspGöteborg – IFK&nbspNorrköping,W 1–0 (0–0),Ullevi23 427,23427
19690928,Allsvenskan,19,Örebro&nbspSK –&nbspIFK&nbspGöteborg,D 1–1 (1–0),Eyravallen13 783,13783
19690921,Allsvenskan,18,IFK&nbspGöteborg – Malmö&nbspFF,W 3–1 (2–0),Ullevi27 241,27241
19690914,Allsvenskan,17,AIK –&nbspIFK&nbspGöteborg,L 1–0 (0–0),Råsunda&nbspFotbollsstadion8 994,8994
19690907,Allsvenskan,16,IFK&nbspGöteborg – Östers&nbspIF,W 1–0 (0–0),Ullevi24 972,24972
19690902,Allsvenskan,15,GAIS –&nbspIFK&nbspGöteborg,D 1–1 (0–1),Ullevi39 370,39370
19690824,Allsvenskan,14,Åtvidabergs&nbspFF –&nbspIFK&nbspGöteborg,D 1–1 (0–1),Kopparvallen8 215,8215
19690821,Allsvenskan,13,IFK&nbspGöteborg – Djurgårdens&nbspIF,D 0–0 (0–0),Ullevi19 349,19349
19690814,Allsvenskan,12,IF&nbspElfsborg –&nbspIFK&nbspGöteborg,W 2–3 (1–0),Ryavallen9 614,9614
19690806,Vänskapsmatch,N/A,IFK&nbspGöteborg – 1.&nbspFC&nbspFrankfurt,L 1–3 (1–2),Ullevi328,328
19690801,Vänskapsmatch,N/A,IFK&nbspTrollhättan –&nbspIFK&nbspGöteborg,W 0–9 (0–1),Edsborgs&nbspIdrottsplats1 047,1047
19690727,Svenska cupen,4,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,L 4–2 (1–1),Ullevi3 434,3434
19690722,Vänskapsmatch,N/A,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,L 5–3 (3–1),Olympia2 507,2507
19690717,Vänskapsmatch,N/A,IFK Åmål –&nbspIFK&nbspGöteborg,L 3–2 (1–0),Örnäsvallen750,750
19690708,Centralmästerskapen,Kvartsfinal,IFK&nbspGöteborg – Fässbergs&nbspIF,W 6–0 (4–0),Gamla&nbspUllevi (1916)379,379
19690704,Vänskapsmatch,N/A,IFK&nbspGöteborg – Halmstads&nbspBK,L 2–4 (1–4),Gamla&nbspUllevi (1916)276,276
19690701,Vänskapsmatch,N/A,IFK&nbspGöteborg – AS&nbspProgresul&nbspBucuresti,L 0–1,Gamla&nbspUllevi (1916)1 242,1242
19690612,Allsvenskan,11,IFK&nbspGöteborg – IF&nbspElfsborg,W 2–0 (0–0),Ullevi17 638,17638
19690608,Allsvenskan,10,Östers&nbspIF –&nbspIFK&nbspGöteborg,L 4–1 (0–0),Värendsvallen11 384,11384
19690604,Allsvenskan,9,IFK&nbspGöteborg – GAIS,W 2–0 (0–0),Ullevi43 130,43130
19690529,Allsvenskan,8,Malmö&nbspFF –&nbspIFK&nbspGöteborg,L 1–0 (1–0),Malmö&nbspIdrottsplats17 381,17381
19690526,Allsvenskan,7,IFK&nbspGöteborg – AIK,W 2–0 (1–0),Ullevi15 554,15554
19690515,Allsvenskan,6,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,W 0–2 (0–2),Norrköpings&nbspIdrottspark7 680,7680
19690511,Allsvenskan,5,IFK&nbspGöteborg – Örebro&nbspSK,W 1–0 (0–0),Ullevi12 436,12436
19690504,Allsvenskan,4,IK&nbspSirius –&nbspIFK&nbspGöteborg,W 0–1 (0–1),Studenternas&nbspIdrottsplats10 081,10081
19690427,Allsvenskan,3,IFK&nbspGöteborg – Jönköpings&nbspSödra&nbspIF,D 1–1 (0–0),Ullevi10 446,10446
19690420,Allsvenskan,2,Djurgårdens&nbspIF –&nbspIFK&nbspGöteborg,W 0–4 (0–2),Råsunda&nbspFotbollsstadion4 384,4384
19690413,Allsvenskan,1,IFK&nbspGöteborg – Åtvidabergs&nbspFF,L 2–3 (1–0),Ullevi9 009,9009
19690405,Vänskapsmatch,N/A,IFK&nbspGöteborg – Skövde&nbspAIK,D 2–2 (1–0),Valhalla&nbspIdrottsplats371,371
19690402,Triangelserien,N/A,Örgryte&nbspIS –&nbspIFK&nbspGöteborg,D 2–2 (2–1),Valhalla&nbspIdrottsplats1 188,1188
19690329,Triangelserien,N/A,IFK&nbspGöteborg – GAIS,D 2–2 (1–1),Gamla&nbspUllevi (1916)893,893
19690323,Vänskapsmatch,N/A,IFK&nbspGöteborg – Norrby&nbspIF,W 8–3 (5–3),Valhalla&nbspIdrottsplats432,432
19690316,Vänskapsmatch,N/A,Israels&nbspUngdomslandslag –&nbspIFK&nbspGöteborg,D 2–2 (2–0),Tel&nbspAviv2 500,2500
19690311,Vänskapsmatch,N/A,Israels&nbspUngdomslandslag –&nbspIFK&nbspGöteborg,D 1–1 (1–1),Tel&nbspAviv,
19690310,Vänskapsmatch,N/A,Israels&nbspJuniorlandslag –&nbspIFK&nbspGöteborg,W 2–5 (1–3),Jerusalem,
19690306,Vänskapsmatch,N/A,Hapoel&nbspNatanya –&nbspIFK&nbspGöteborg,W 0–2 (0–2),Natanya,
19690305,Vänskapsmatch,N/A,Hapoel&nbspHaifa –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Haifa3 500,3500
19690302,Vänskapsmatch,N/A,IFK&nbspGöteborg – Västra&nbspFrölunda&nbspIF,W 3–0 (2–0),Valhalla&nbspIdrottsplats,
19690301,Vänskapsmatch,N/A,IFK&nbspGöteborg – IS&nbspHalmia,W 4–1 (1–0),Valhalla&nbspIdrottsplats,
19681125,Vänskapsmatch,N/A,Rapid&nbspBukarest –&nbspIFK&nbspGöteborg,D 1–1 (0–0),Bukarest,
19681124,Vänskapsmatch,N/A,FC&nbspPetrolul&nbspPloiesti –&nbspIFK&nbspGöteborg,L 2–1 (1–1),Ploiesti3 000,3000
19681120,Vänskapsmatch,N/A,AS&nbspProgresul&nbspBucuresti –&nbspIFK&nbspGöteborg,W 1–2,Bukarest,
19681027,Allsvenskan,22,Djurgårdens&nbspIF –&nbspIFK&nbspGöteborg,D 1–1 (0–1),Råsunda&nbspFotbollsstadion8 298,8298
19681020,Allsvenskan,21,IFK&nbspGöteborg – GAIS,D 0–0 (0–0),Ullevi19 395,19395
19681012,Allsvenskan,20,Örebro&nbspSK –&nbspIFK&nbspGöteborg,D 1–1 (0–1),Eyravallen4 767,4767
19681007,Vänskapsmatch,N/A,IFK&nbspGöteborg – Skogens&nbspIF,L 2–4 (1–1),Ullevi356,356
19680929,Allsvenskan,19,IFK&nbspGöteborg – Malmö&nbspFF,L 2–3 (1–1),Ullevi11 599,11599
19680919,Allsvenskan,18,IFK&nbspGöteborg – IF&nbspElfsborg,W 3–2 (0–2),Ullevi13 336,13336
19680908,Allsvenskan,17,IFK&nbspNorrköping –&nbspIFK&nbspGöteborg,W 0–1 (0–1),Norrköpings&nbspIdrottspark8 544,8544
19680902,Allsvenskan,16,IFK&nbspGöteborg – Örgryte&nbspIS,D 1–1 (1–1),Ullevi21 530,21530
19680825,Allsvenskan,15,Helsingborgs&nbspIF –&nbspIFK&nbspGöteborg,W 0–3 (0–1),Olympia7 060,7060
19680818,Allsvenskan,14,Åtvidabergs&nbspFF –&nbspIFK&nbspGöteborg,L 2–1 (2–0),Kopparvallen4 968,4968
19680815,Allsvenskan,13,IFK&nbspGöteborg – Östers&nbspIF,L 2–3 (0–2),Ullevi12 206,12206
